product_id,crop_category,crop,variety_name,duration_days,season,plant_height,key_traits,pest_disease_tolerance,fruit_grain_quality,yield_indicator,recommended_irrigation,target_problem_fit,target_region,mrp_inr,pack_size,distributor_availability,approved_for_recommendation,image_url,source_url,last_verified_date
CMN001,Field Crop,Cumin/Sesame,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/cumin-sesame.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/cumin-sesame.php,2026-04-23
BRJ001,Vegetable,Brinjal,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/brinjal.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/brinjal.php,2026-04-23
BTG001,Vegetable,Bitter Gourd,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/bitter-gourd.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/bitter-gourd.php,2026-04-23
BLG001,Vegetable,Bottle Gourd,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/bottle-gourd.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/bottle-gourd.php,2026-04-23
RDG001,Vegetable,Ridge Gourd,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/ridge-gourd.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/ridge-gourd.php,2026-04-23
SPG001,Vegetable,Sponge Gourd,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/sponge-gourd.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/sponge-gourd.php,2026-04-23
MSK001,Vegetable,Muskmelon,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/muskmelon.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/muskmelon.php,2026-04-23
CCR001,Vegetable,Cucumber,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/cucumber.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/cucumber.php,2026-04-23
CFL001,Vegetable,Cauliflower,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/cauliflower.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/cauliflower.php,2026-04-23
CBG001,Vegetable,Cabbage,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/cabbage.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/cabbage.php,2026-04-23
PMK001,Vegetable,Pumpkin,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/pumpkin.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/pumpkin.php,2026-04-23
CPS001,Vegetable,Capsicum,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/capsicum.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/capsicum.php,2026-04-23
ONI001,Vegetable,Onion,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/onion.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/onion.php,2026-04-23
RDS001,Vegetable,Radish,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/radish.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/radish.php,2026-04-23
BNS001,Vegetable,Beans,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/beans.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/beans.php,2026-04-23
SCN001,Vegetable,Sweet Corn / Peas / Gawar,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/sweet-corn.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/sweet-corn.php,2026-04-23
HRB001,Vegetable,Coriander / Spinach / Methi,TBD,TBD,TBD,TBD,POPULATE FROM CLIENT CATALOG / vigourseeds.in/coriander.php,TBD,TBD,TBD,TBD,TBD,TBD,,TBD,,N,,https://vigourseeds.in/coriander.php,2026-04-23
